order	case	block	snapshot	root	frame	fixture	seed	arm	capMs
418	op-t1-striker-swamp-t1-developed-s101033	A	t1-developed	striker	balanced	node-t1-swamp-03	101033	primary	1200000
419	op-t2-striker-light-desert-t2-desert-established-s101033-cave	B-C	t2-desert-established	striker	light	node-t2-desert-01	101033	cave-charm	1200000
420	op-t2-striker-light-desert-t2-desert-established-s101033	B	t2-desert-established	striker	light	node-t2-desert-01	101033	primary	1200000
421	op-t3-striker-light-mountain-t3-developed-s101033	C	t3-developed	striker	light	node-t3-mountain-04	101033	primary	1200000
422	op-t1-striker-mountain-boss-s101033	D1	t1-developed	striker	balanced	node-t1-mountain-dungeon	101033	primary	300000
423	op-t2-striker-light-swamp-boss-s101033	D2	t2-desert-established	striker	light	node-t2-swamp-dungeon	101033	primary	300000
424	op-t3-striker-light-volcanic-boss-s101033	D3	t3-tundra-arrival	striker	light	node-t3-volcanic-dungeon	101033	primary	300000
425	op-t1-striker-mountain-t1-developed-s101033-flash	A-W	t1-developed	striker	balanced	node-t1-mountain-04	101033	flash-rapier	1200000
426	op-t1-striker-mountain-t1-developed-s101033	A	t1-developed	striker	balanced	node-t1-mountain-04	101033	primary	1200000
427	op-t2-striker-balanced-jungle-t2-jungle-established-s101033	B	t2-jungle-established	striker	balanced	node-t2-jungle-01	101033	primary	1200000
428	op-t3-striker-light-cave-t3-developed-s101033	C	t3-developed	striker	light	node-t3-cave-02	101033	primary	1200000
429	op-t1-squire-plains-boss-s101033	D1	t1-developed	squire	balanced	node-t1-plains-dungeon	101033	primary	300000
430	op-t2-striker-balanced-plains-boss-s101033	D2	t2-desert-established	striker	balanced	node-t2-plains-dungeon	101033	primary	300000
431	op-t3-striker-balanced-mountain-boss-s101033	D3	t3-tundra-arrival	striker	balanced	node-t3-mountain-dungeon	101033	primary	300000
432	op-t1-striker-cave-t1-developed-s101033	A	t1-developed	striker	balanced	node-t1-cave-02	101033	primary	1200000
433	op-t2-striker-balanced-desert-t2-desert-established-s101033-cave	B-C	t2-desert-established	striker	balanced	node-t2-desert-01	101033	cave-charm	1200000
434	op-t2-striker-balanced-desert-t2-desert-established-s101033	B	t2-desert-established	striker	balanced	node-t2-desert-01	101033	primary	1200000
435	op-t3-striker-light-jungle-t3-developed-s101033	C	t3-developed	striker	light	node-t3-jungle-01	101033	primary	1200000
436	op-t1-squire-mountain-boss-s101033	D1	t1-developed	squire	balanced	node-t1-mountain-dungeon	101033	primary	300000
437	op-t2-striker-balanced-swamp-boss-s101033	D2	t2-desert-established	striker	balanced	node-t2-swamp-dungeon	101033	primary	300000
438	op-t3-striker-balanced-volcanic-boss-s101033	D3	t3-tundra-arrival	striker	balanced	node-t3-volcanic-dungeon	101033	primary	300000
439	op-t1-striker-plains-t1-complete-s101033	A	t1-complete	striker	balanced	node-t1-plains-03	101033	primary	1200000
440	op-t2-striker-heavy-jungle-t2-jungle-established-s101033	B	t2-jungle-established	striker	heavy	node-t2-jungle-01	101033	primary	1200000
441	op-t3-striker-light-desert-t3-developed-s101033	C	t3-developed	striker	light	node-t3-desert-01	101033	primary	1200000
442	op-t1-apprentice-plains-boss-s101033	D1	t1-developed	apprentice	balanced	node-t1-plains-dungeon	101033	primary	300000
443	op-t2-striker-heavy-plains-boss-s101033	D2	t2-desert-established	striker	heavy	node-t2-plains-dungeon	101033	primary	300000
444	op-t3-striker-heavy-mountain-boss-s101033	D3	t3-tundra-arrival	striker	heavy	node-t3-mountain-dungeon	101033	primary	300000
445	op-t1-striker-forest-t1-complete-s101033	A	t1-complete	striker	balanced	node-t1-forest-03	101033	primary	1200000
446	op-t2-striker-heavy-desert-t2-desert-established-s101033-cave	B-C	t2-desert-established	striker	heavy	node-t2-desert-01	101033	cave-charm	1200000
447	op-t2-striker-heavy-desert-t2-desert-established-s101033	B	t2-desert-established	striker	heavy	node-t2-desert-01	101033	primary	1200000
448	op-t3-striker-light-volcanic-t3-developed-s101033	C	t3-developed	striker	light	node-t3-volcanic-01	101033	primary	1200000
449	op-t1-apprentice-mountain-boss-s101033	D1	t1-developed	apprentice	balanced	node-t1-mountain-dungeon	101033	primary	300000
450	op-t2-striker-heavy-swamp-boss-s101033	D2	t2-desert-established	striker	heavy	node-t2-swamp-dungeon	101033	primary	300000
451	op-t3-striker-heavy-volcanic-boss-s101033	D3	t3-tundra-arrival	striker	heavy	node-t3-volcanic-dungeon	101033	primary	300000
452	op-t1-striker-swamp-t1-complete-s101033	A	t1-complete	striker	balanced	node-t1-swamp-03	101033	primary	1200000
453	op-t2-squire-light-jungle-t2-jungle-established-s101033	B	t2-jungle-established	squire	light	node-t2-jungle-01	101033	primary	1200000
454	op-t3-striker-light-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	striker	light	node-t3-tundra-01	101033	primary	1200000
455	op-t1-slinger-plains-boss-s101033	D1	t1-developed	slinger	balanced	node-t1-plains-dungeon	101033	primary	300000
456	op-t2-squire-light-plains-boss-s101033	D2	t2-desert-established	squire	light	node-t2-plains-dungeon	101033	primary	300000
457	op-t3-squire-light-mountain-boss-s101033	D3	t3-tundra-arrival	squire	light	node-t3-mountain-dungeon	101033	primary	300000
458	op-t1-striker-mountain-t1-complete-s101033	A	t1-complete	striker	balanced	node-t1-mountain-04	101033	primary	1200000
459	op-t2-squire-light-desert-t2-desert-established-s101033-cave	B-C	t2-desert-established	squire	light	node-t2-desert-01	101033	cave-charm	1200000
460	op-t2-squire-light-desert-t2-desert-established-s101033	B	t2-desert-established	squire	light	node-t2-desert-01	101033	primary	1200000
461	op-t3-striker-balanced-swamp-t3-developed-s101033	C	t3-developed	striker	balanced	node-t3-swamp-03	101033	primary	1200000
462	op-t1-slinger-mountain-boss-s101033	D1	t1-developed	slinger	balanced	node-t1-mountain-dungeon	101033	primary	300000
463	op-t2-squire-light-swamp-boss-s101033	D2	t2-desert-established	squire	light	node-t2-swamp-dungeon	101033	primary	300000
464	op-t3-squire-light-volcanic-boss-s101033	D3	t3-tundra-arrival	squire	light	node-t3-volcanic-dungeon	101033	primary	300000
465	op-t1-striker-cave-t1-complete-s101033	A	t1-complete	striker	balanced	node-t1-cave-02	101033	primary	1200000
466	op-t2-squire-balanced-jungle-t2-jungle-established-s101033	B	t2-jungle-established	squire	balanced	node-t2-jungle-01	101033	primary	1200000
467	op-t3-striker-balanced-mountain-t3-developed-s101033	C	t3-developed	striker	balanced	node-t3-mountain-04	101033	primary	1200000
468	op-t1-conduit-plains-boss-s101033	D1	t1-developed	conduit	balanced	node-t1-plains-dungeon	101033	primary	300000
469	op-t2-squire-balanced-plains-boss-s101033	D2	t2-desert-established	squire	balanced	node-t2-plains-dungeon	101033	primary	300000
470	op-t3-squire-balanced-mountain-boss-s101033	D3	t3-tundra-arrival	squire	balanced	node-t3-mountain-dungeon	101033	primary	300000
471	op-t1-squire-forest-t1-developed-s101033	A	t1-developed	squire	balanced	node-t1-forest-03	101033	primary	1200000
472	op-t2-squire-balanced-desert-t2-desert-established-s101033-cave	B-C	t2-desert-established	squire	balanced	node-t2-desert-01	101033	cave-charm	1200000
473	op-t2-squire-balanced-desert-t2-desert-established-s101033	B	t2-desert-established	squire	balanced	node-t2-desert-01	101033	primary	1200000
474	op-t3-striker-balanced-cave-t3-developed-s101033	C	t3-developed	striker	balanced	node-t3-cave-02	101033	primary	1200000
475	op-t1-conduit-mountain-boss-s101033	D1	t1-developed	conduit	balanced	node-t1-mountain-dungeon	101033	primary	300000
476	op-t2-squire-balanced-swamp-boss-s101033	D2	t2-desert-established	squire	balanced	node-t2-swamp-dungeon	101033	primary	300000
477	op-t3-squire-balanced-volcanic-boss-s101033	D3	t3-tundra-arrival	squire	balanced	node-t3-volcanic-dungeon	101033	primary	300000
478	op-t1-squire-swamp-t1-developed-s101033	A	t1-developed	squire	balanced	node-t1-swamp-03	101033	primary	1200000
479	op-t2-squire-heavy-jungle-t2-jungle-established-s101033	B	t2-jungle-established	squire	heavy	node-t2-jungle-01	101033	primary	1200000
480	op-t3-striker-balanced-jungle-t3-developed-s101033	C	t3-developed	striker	balanced	node-t3-jungle-01	101033	primary	1200000
481	op-t1-spirit-plains-boss-s101033	D1	t1-developed	spirit	balanced	node-t1-plains-dungeon	101033	primary	300000
482	op-t2-squire-heavy-plains-boss-s101033	D2	t2-desert-established	squire	heavy	node-t2-plains-dungeon	101033	primary	300000
483	op-t3-squire-heavy-mountain-boss-s101033	D3	t3-tundra-arrival	squire	heavy	node-t3-mountain-dungeon	101033	primary	300000
484	op-t1-squire-mountain-t1-developed-s101033	A	t1-developed	squire	balanced	node-t1-mountain-04	101033	primary	1200000
485	op-t2-squire-heavy-desert-t2-desert-established-s101033-cave	B-C	t2-desert-established	squire	heavy	node-t2-desert-01	101033	cave-charm	1200000
486	op-t2-squire-heavy-desert-t2-desert-established-s101033	B	t2-desert-established	squire	heavy	node-t2-desert-01	101033	primary	1200000
487	op-t3-striker-balanced-desert-t3-developed-s101033	C	t3-developed	striker	balanced	node-t3-desert-01	101033	primary	1200000
488	op-t1-spirit-mountain-boss-s101033	D1	t1-developed	spirit	balanced	node-t1-mountain-dungeon	101033	primary	300000
489	op-t2-squire-heavy-swamp-boss-s101033	D2	t2-desert-established	squire	heavy	node-t2-swamp-dungeon	101033	primary	300000
490	op-t3-squire-heavy-volcanic-boss-s101033	D3	t3-tundra-arrival	squire	heavy	node-t3-volcanic-dungeon	101033	primary	300000
491	op-t1-squire-cave-t1-developed-s101033	A	t1-developed	squire	balanced	node-t1-cave-02	101033	primary	1200000
492	op-t2-apprentice-light-jungle-t2-jungle-established-s101033	B	t2-jungle-established	apprentice	light	node-t2-jungle-01	101033	primary	1200000
493	op-t3-striker-balanced-volcanic-t3-developed-s101033	C	t3-developed	striker	balanced	node-t3-volcanic-01	101033	primary	1200000
494	op-t2-apprentice-light-plains-boss-s101033	D2	t2-desert-established	apprentice	light	node-t2-plains-dungeon	101033	primary	300000
495	op-t3-apprentice-light-mountain-boss-s101033	D3	t3-tundra-arrival	apprentice	light	node-t3-mountain-dungeon	101033	primary	300000
496	op-t1-squire-plains-t1-complete-s101033	A	t1-complete	squire	balanced	node-t1-plains-03	101033	primary	1200000
497	op-t2-apprentice-light-desert-t2-desert-established-s101033	B	t2-desert-established	apprentice	light	node-t2-desert-01	101033	primary	1200000
498	op-t3-striker-balanced-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	striker	balanced	node-t3-tundra-01	101033	primary	1200000
499	op-t2-apprentice-light-swamp-boss-s101033	D2	t2-desert-established	apprentice	light	node-t2-swamp-dungeon	101033	primary	300000
500	op-t3-apprentice-light-volcanic-boss-s101033	D3	t3-tundra-arrival	apprentice	light	node-t3-volcanic-dungeon	101033	primary	300000
501	op-t1-squire-forest-t1-complete-s101033	A	t1-complete	squire	balanced	node-t1-forest-03	101033	primary	1200000
502	op-t2-apprentice-balanced-jungle-t2-jungle-established-s101033	B	t2-jungle-established	apprentice	balanced	node-t2-jungle-01	101033	primary	1200000
503	op-t3-striker-heavy-swamp-t3-developed-s101033	C	t3-developed	striker	heavy	node-t3-swamp-03	101033	primary	1200000
504	op-t2-apprentice-balanced-plains-boss-s101033	D2	t2-desert-established	apprentice	balanced	node-t2-plains-dungeon	101033	primary	300000
505	op-t3-apprentice-balanced-mountain-boss-s101033	D3	t3-tundra-arrival	apprentice	balanced	node-t3-mountain-dungeon	101033	primary	300000
506	op-t1-squire-swamp-t1-complete-s101033	A	t1-complete	squire	balanced	node-t1-swamp-03	101033	primary	1200000
507	op-t2-apprentice-balanced-desert-t2-desert-established-s101033	B	t2-desert-established	apprentice	balanced	node-t2-desert-01	101033	primary	1200000
508	op-t3-striker-heavy-mountain-t3-developed-s101033	C	t3-developed	striker	heavy	node-t3-mountain-04	101033	primary	1200000
509	op-t2-apprentice-balanced-swamp-boss-s101033	D2	t2-desert-established	apprentice	balanced	node-t2-swamp-dungeon	101033	primary	300000
510	op-t3-apprentice-balanced-volcanic-boss-s101033	D3	t3-tundra-arrival	apprentice	balanced	node-t3-volcanic-dungeon	101033	primary	300000
511	op-t1-squire-mountain-t1-complete-s101033	A	t1-complete	squire	balanced	node-t1-mountain-04	101033	primary	1200000
512	op-t2-apprentice-heavy-jungle-t2-jungle-established-s101033	B	t2-jungle-established	apprentice	heavy	node-t2-jungle-01	101033	primary	1200000
513	op-t3-striker-heavy-cave-t3-developed-s101033	C	t3-developed	striker	heavy	node-t3-cave-02	101033	primary	1200000
514	op-t2-apprentice-heavy-plains-boss-s101033	D2	t2-desert-established	apprentice	heavy	node-t2-plains-dungeon	101033	primary	300000
515	op-t3-apprentice-heavy-mountain-boss-s101033	D3	t3-tundra-arrival	apprentice	heavy	node-t3-mountain-dungeon	101033	primary	300000
516	op-t1-squire-cave-t1-complete-s101033	A	t1-complete	squire	balanced	node-t1-cave-02	101033	primary	1200000
517	op-t2-apprentice-heavy-desert-t2-desert-established-s101033	B	t2-desert-established	apprentice	heavy	node-t2-desert-01	101033	primary	1200000
518	op-t3-striker-heavy-jungle-t3-developed-s101033	C	t3-developed	striker	heavy	node-t3-jungle-01	101033	primary	1200000
519	op-t2-apprentice-heavy-swamp-boss-s101033	D2	t2-desert-established	apprentice	heavy	node-t2-swamp-dungeon	101033	primary	300000
520	op-t3-apprentice-heavy-volcanic-boss-s101033	D3	t3-tundra-arrival	apprentice	heavy	node-t3-volcanic-dungeon	101033	primary	300000
521	op-t1-apprentice-forest-t1-developed-s101033	A	t1-developed	apprentice	balanced	node-t1-forest-03	101033	primary	1200000
522	op-t2-slinger-light-jungle-t2-jungle-established-s101033	B	t2-jungle-established	slinger	light	node-t2-jungle-01	101033	primary	1200000
523	op-t3-striker-heavy-desert-t3-developed-s101033	C	t3-developed	striker	heavy	node-t3-desert-01	101033	primary	1200000
524	op-t2-slinger-light-plains-boss-s101033	D2	t2-desert-established	slinger	light	node-t2-plains-dungeon	101033	primary	300000
525	op-t3-slinger-light-mountain-boss-s101033	D3	t3-tundra-arrival	slinger	light	node-t3-mountain-dungeon	101033	primary	300000
526	op-t1-apprentice-swamp-t1-developed-s101033	A	t1-developed	apprentice	balanced	node-t1-swamp-03	101033	primary	1200000
527	op-t2-slinger-light-desert-t2-desert-established-s101033	B	t2-desert-established	slinger	light	node-t2-desert-01	101033	primary	1200000
528	op-t3-striker-heavy-volcanic-t3-developed-s101033	C	t3-developed	striker	heavy	node-t3-volcanic-01	101033	primary	1200000
529	op-t2-slinger-light-swamp-boss-s101033	D2	t2-desert-established	slinger	light	node-t2-swamp-dungeon	101033	primary	300000
530	op-t3-slinger-light-volcanic-boss-s101033	D3	t3-tundra-arrival	slinger	light	node-t3-volcanic-dungeon	101033	primary	300000
531	op-t1-apprentice-mountain-t1-developed-s101033	A	t1-developed	apprentice	balanced	node-t1-mountain-04	101033	primary	1200000
532	op-t2-slinger-balanced-jungle-t2-jungle-established-s101033	B	t2-jungle-established	slinger	balanced	node-t2-jungle-01	101033	primary	1200000
533	op-t3-striker-heavy-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	striker	heavy	node-t3-tundra-01	101033	primary	1200000
534	op-t2-slinger-balanced-plains-boss-s101033	D2	t2-desert-established	slinger	balanced	node-t2-plains-dungeon	101033	primary	300000
535	op-t3-slinger-balanced-mountain-boss-s101033	D3	t3-tundra-arrival	slinger	balanced	node-t3-mountain-dungeon	101033	primary	300000
536	op-t1-apprentice-cave-t1-developed-s101033	A	t1-developed	apprentice	balanced	node-t1-cave-02	101033	primary	1200000
537	op-t2-slinger-balanced-desert-t2-desert-established-s101033	B	t2-desert-established	slinger	balanced	node-t2-desert-01	101033	primary	1200000
538	op-t3-squire-light-swamp-t3-developed-s101033	C	t3-developed	squire	light	node-t3-swamp-03	101033	primary	1200000
539	op-t2-slinger-balanced-swamp-boss-s101033	D2	t2-desert-established	slinger	balanced	node-t2-swamp-dungeon	101033	primary	300000
540	op-t3-slinger-balanced-volcanic-boss-s101033	D3	t3-tundra-arrival	slinger	balanced	node-t3-volcanic-dungeon	101033	primary	300000
541	op-t1-apprentice-plains-t1-complete-s101033	A	t1-complete	apprentice	balanced	node-t1-plains-03	101033	primary	1200000
542	op-t2-slinger-heavy-jungle-t2-jungle-established-s101033	B	t2-jungle-established	slinger	heavy	node-t2-jungle-01	101033	primary	1200000
543	op-t3-squire-light-mountain-t3-developed-s101033	C	t3-developed	squire	light	node-t3-mountain-04	101033	primary	1200000
544	op-t2-slinger-heavy-plains-boss-s101033	D2	t2-desert-established	slinger	heavy	node-t2-plains-dungeon	101033	primary	300000
545	op-t3-slinger-heavy-mountain-boss-s101033	D3	t3-tundra-arrival	slinger	heavy	node-t3-mountain-dungeon	101033	primary	300000
546	op-t1-apprentice-forest-t1-complete-s101033	A	t1-complete	apprentice	balanced	node-t1-forest-03	101033	primary	1200000
547	op-t2-slinger-heavy-desert-t2-desert-established-s101033	B	t2-desert-established	slinger	heavy	node-t2-desert-01	101033	primary	1200000
548	op-t3-squire-light-cave-t3-developed-s101033	C	t3-developed	squire	light	node-t3-cave-02	101033	primary	1200000
549	op-t2-slinger-heavy-swamp-boss-s101033	D2	t2-desert-established	slinger	heavy	node-t2-swamp-dungeon	101033	primary	300000
550	op-t3-slinger-heavy-volcanic-boss-s101033	D3	t3-tundra-arrival	slinger	heavy	node-t3-volcanic-dungeon	101033	primary	300000
551	op-t1-apprentice-swamp-t1-complete-s101033	A	t1-complete	apprentice	balanced	node-t1-swamp-03	101033	primary	1200000
552	op-t2-conduit-light-jungle-t2-jungle-established-s101033	B	t2-jungle-established	conduit	light	node-t2-jungle-01	101033	primary	1200000
553	op-t3-squire-light-jungle-t3-developed-s101033	C	t3-developed	squire	light	node-t3-jungle-01	101033	primary	1200000
554	op-t2-conduit-light-plains-boss-s101033	D2	t2-desert-established	conduit	light	node-t2-plains-dungeon	101033	primary	300000
555	op-t3-conduit-light-mountain-boss-s101033	D3	t3-tundra-arrival	conduit	light	node-t3-mountain-dungeon	101033	primary	300000
556	op-t1-apprentice-mountain-t1-complete-s101033	A	t1-complete	apprentice	balanced	node-t1-mountain-04	101033	primary	1200000
557	op-t2-conduit-light-desert-t2-desert-established-s101033	B	t2-desert-established	conduit	light	node-t2-desert-01	101033	primary	1200000
558	op-t3-squire-light-desert-t3-developed-s101033	C	t3-developed	squire	light	node-t3-desert-01	101033	primary	1200000
559	op-t2-conduit-light-swamp-boss-s101033	D2	t2-desert-established	conduit	light	node-t2-swamp-dungeon	101033	primary	300000
560	op-t3-conduit-light-volcanic-boss-s101033	D3	t3-tundra-arrival	conduit	light	node-t3-volcanic-dungeon	101033	primary	300000
561	op-t1-apprentice-cave-t1-complete-s101033	A	t1-complete	apprentice	balanced	node-t1-cave-02	101033	primary	1200000
562	op-t2-conduit-balanced-jungle-t2-jungle-established-s101033	B	t2-jungle-established	conduit	balanced	node-t2-jungle-01	101033	primary	1200000
563	op-t3-squire-light-volcanic-t3-developed-s101033	C	t3-developed	squire	light	node-t3-volcanic-01	101033	primary	1200000
564	op-t2-conduit-balanced-plains-boss-s101033	D2	t2-desert-established	conduit	balanced	node-t2-plains-dungeon	101033	primary	300000
565	op-t3-conduit-balanced-mountain-boss-s101033	D3	t3-tundra-arrival	conduit	balanced	node-t3-mountain-dungeon	101033	primary	300000
566	op-t1-slinger-forest-t1-developed-s101033	A	t1-developed	slinger	balanced	node-t1-forest-03	101033	primary	1200000
567	op-t2-conduit-balanced-desert-t2-desert-established-s101033	B	t2-desert-established	conduit	balanced	node-t2-desert-01	101033	primary	1200000
568	op-t3-squire-light-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	squire	light	node-t3-tundra-01	101033	primary	1200000
569	op-t2-conduit-balanced-swamp-boss-s101033	D2	t2-desert-established	conduit	balanced	node-t2-swamp-dungeon	101033	primary	300000
570	op-t3-conduit-balanced-volcanic-boss-s101033	D3	t3-tundra-arrival	conduit	balanced	node-t3-volcanic-dungeon	101033	primary	300000
571	op-t1-slinger-swamp-t1-developed-s101033	A	t1-developed	slinger	balanced	node-t1-swamp-03	101033	primary	1200000
572	op-t2-conduit-heavy-jungle-t2-jungle-established-s101033	B	t2-jungle-established	conduit	heavy	node-t2-jungle-01	101033	primary	1200000
573	op-t3-squire-balanced-swamp-t3-developed-s101033	C	t3-developed	squire	balanced	node-t3-swamp-03	101033	primary	1200000
574	op-t2-conduit-heavy-plains-boss-s101033	D2	t2-desert-established	conduit	heavy	node-t2-plains-dungeon	101033	primary	300000
575	op-t3-conduit-heavy-mountain-boss-s101033	D3	t3-tundra-arrival	conduit	heavy	node-t3-mountain-dungeon	101033	primary	300000
576	op-t1-slinger-mountain-t1-developed-s101033-flash	A-W	t1-developed	slinger	balanced	node-t1-mountain-04	101033	flash-rapier	1200000
577	op-t1-slinger-mountain-t1-developed-s101033	A	t1-developed	slinger	balanced	node-t1-mountain-04	101033	primary	1200000
578	op-t2-conduit-heavy-desert-t2-desert-established-s101033	B	t2-desert-established	conduit	heavy	node-t2-desert-01	101033	primary	1200000
579	op-t3-squire-balanced-mountain-t3-developed-s101033	C	t3-developed	squire	balanced	node-t3-mountain-04	101033	primary	1200000
580	op-t2-conduit-heavy-swamp-boss-s101033	D2	t2-desert-established	conduit	heavy	node-t2-swamp-dungeon	101033	primary	300000
581	op-t3-conduit-heavy-volcanic-boss-s101033	D3	t3-tundra-arrival	conduit	heavy	node-t3-volcanic-dungeon	101033	primary	300000
582	op-t1-slinger-cave-t1-developed-s101033	A	t1-developed	slinger	balanced	node-t1-cave-02	101033	primary	1200000
583	op-t2-spirit-light-jungle-t2-jungle-established-s101033	B	t2-jungle-established	spirit	light	node-t2-jungle-01	101033	primary	1200000
584	op-t3-squire-balanced-cave-t3-developed-s101033	C	t3-developed	squire	balanced	node-t3-cave-02	101033	primary	1200000
585	op-t2-spirit-light-plains-boss-s101033	D2	t2-desert-established	spirit	light	node-t2-plains-dungeon	101033	primary	300000
586	op-t3-spirit-light-mountain-boss-s101033	D3	t3-tundra-arrival	spirit	light	node-t3-mountain-dungeon	101033	primary	300000
587	op-t1-slinger-plains-t1-complete-s101033	A	t1-complete	slinger	balanced	node-t1-plains-03	101033	primary	1200000
588	op-t2-spirit-light-desert-t2-desert-established-s101033	B	t2-desert-established	spirit	light	node-t2-desert-01	101033	primary	1200000
589	op-t3-squire-balanced-jungle-t3-developed-s101033	C	t3-developed	squire	balanced	node-t3-jungle-01	101033	primary	1200000
590	op-t2-spirit-light-swamp-boss-s101033	D2	t2-desert-established	spirit	light	node-t2-swamp-dungeon	101033	primary	300000
591	op-t3-spirit-light-volcanic-boss-s101033	D3	t3-tundra-arrival	spirit	light	node-t3-volcanic-dungeon	101033	primary	300000
592	op-t1-slinger-forest-t1-complete-s101033	A	t1-complete	slinger	balanced	node-t1-forest-03	101033	primary	1200000
593	op-t2-spirit-balanced-jungle-t2-jungle-established-s101033	B	t2-jungle-established	spirit	balanced	node-t2-jungle-01	101033	primary	1200000
594	op-t3-squire-balanced-desert-t3-developed-s101033	C	t3-developed	squire	balanced	node-t3-desert-01	101033	primary	1200000
595	op-t2-spirit-balanced-plains-boss-s101033	D2	t2-desert-established	spirit	balanced	node-t2-plains-dungeon	101033	primary	300000
596	op-t3-spirit-balanced-mountain-boss-s101033	D3	t3-tundra-arrival	spirit	balanced	node-t3-mountain-dungeon	101033	primary	300000
597	op-t1-slinger-swamp-t1-complete-s101033	A	t1-complete	slinger	balanced	node-t1-swamp-03	101033	primary	1200000
598	op-t2-spirit-balanced-desert-t2-desert-established-s101033	B	t2-desert-established	spirit	balanced	node-t2-desert-01	101033	primary	1200000
599	op-t3-squire-balanced-volcanic-t3-developed-s101033	C	t3-developed	squire	balanced	node-t3-volcanic-01	101033	primary	1200000
600	op-t2-spirit-balanced-swamp-boss-s101033	D2	t2-desert-established	spirit	balanced	node-t2-swamp-dungeon	101033	primary	300000
601	op-t3-spirit-balanced-volcanic-boss-s101033	D3	t3-tundra-arrival	spirit	balanced	node-t3-volcanic-dungeon	101033	primary	300000
602	op-t1-slinger-mountain-t1-complete-s101033	A	t1-complete	slinger	balanced	node-t1-mountain-04	101033	primary	1200000
603	op-t2-spirit-heavy-jungle-t2-jungle-established-s101033	B	t2-jungle-established	spirit	heavy	node-t2-jungle-01	101033	primary	1200000
604	op-t3-squire-balanced-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	squire	balanced	node-t3-tundra-01	101033	primary	1200000
605	op-t2-spirit-heavy-plains-boss-s101033	D2	t2-desert-established	spirit	heavy	node-t2-plains-dungeon	101033	primary	300000
606	op-t3-spirit-heavy-mountain-boss-s101033	D3	t3-tundra-arrival	spirit	heavy	node-t3-mountain-dungeon	101033	primary	300000
607	op-t1-slinger-cave-t1-complete-s101033	A	t1-complete	slinger	balanced	node-t1-cave-02	101033	primary	1200000
608	op-t2-spirit-heavy-desert-t2-desert-established-s101033	B	t2-desert-established	spirit	heavy	node-t2-desert-01	101033	primary	1200000
609	op-t3-squire-heavy-swamp-t3-developed-s101033	C	t3-developed	squire	heavy	node-t3-swamp-03	101033	primary	1200000
610	op-t2-spirit-heavy-swamp-boss-s101033	D2	t2-desert-established	spirit	heavy	node-t2-swamp-dungeon	101033	primary	300000
611	op-t3-spirit-heavy-volcanic-boss-s101033	D3	t3-tundra-arrival	spirit	heavy	node-t3-volcanic-dungeon	101033	primary	300000
612	op-t1-conduit-forest-t1-developed-s101033	A	t1-developed	conduit	balanced	node-t1-forest-03	101033	primary	1200000
613	op-t3-squire-heavy-mountain-t3-developed-s101033	C	t3-developed	squire	heavy	node-t3-mountain-04	101033	primary	1200000
614	op-t1-conduit-swamp-t1-developed-s101033	A	t1-developed	conduit	balanced	node-t1-swamp-03	101033	primary	1200000
615	op-t3-squire-heavy-cave-t3-developed-s101033	C	t3-developed	squire	heavy	node-t3-cave-02	101033	primary	1200000
616	op-t1-conduit-mountain-t1-developed-s101033	A	t1-developed	conduit	balanced	node-t1-mountain-04	101033	primary	1200000
617	op-t3-squire-heavy-jungle-t3-developed-s101033	C	t3-developed	squire	heavy	node-t3-jungle-01	101033	primary	1200000
618	op-t1-conduit-cave-t1-developed-s101033	A	t1-developed	conduit	balanced	node-t1-cave-02	101033	primary	1200000
619	op-t3-squire-heavy-desert-t3-developed-s101033	C	t3-developed	squire	heavy	node-t3-desert-01	101033	primary	1200000
620	op-t1-conduit-plains-t1-complete-s101033	A	t1-complete	conduit	balanced	node-t1-plains-03	101033	primary	1200000
621	op-t3-squire-heavy-volcanic-t3-developed-s101033	C	t3-developed	squire	heavy	node-t3-volcanic-01	101033	primary	1200000
622	op-t1-conduit-forest-t1-complete-s101033	A	t1-complete	conduit	balanced	node-t1-forest-03	101033	primary	1200000
623	op-t3-squire-heavy-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	squire	heavy	node-t3-tundra-01	101033	primary	1200000
624	op-t1-conduit-swamp-t1-complete-s101033	A	t1-complete	conduit	balanced	node-t1-swamp-03	101033	primary	1200000
625	op-t3-apprentice-light-swamp-t3-developed-s101033	C	t3-developed	apprentice	light	node-t3-swamp-03	101033	primary	1200000
626	op-t1-conduit-mountain-t1-complete-s101033	A	t1-complete	conduit	balanced	node-t1-mountain-04	101033	primary	1200000
627	op-t3-apprentice-light-mountain-t3-developed-s101033	C	t3-developed	apprentice	light	node-t3-mountain-04	101033	primary	1200000
628	op-t1-conduit-cave-t1-complete-s101033	A	t1-complete	conduit	balanced	node-t1-cave-02	101033	primary	1200000
629	op-t3-apprentice-light-cave-t3-developed-s101033	C	t3-developed	apprentice	light	node-t3-cave-02	101033	primary	1200000
630	op-t1-spirit-forest-t1-developed-s101033	A	t1-developed	spirit	balanced	node-t1-forest-03	101033	primary	1200000
