id	tier	slot	biome	masteryGate	bossGate	predecessor	authoredStats	upgradeReadbacks
tundra-rimebrand	3	weapon	tundra	3			{"attack":96}	[{"plus":0,"authoredStats":{"attack":96},"upgradeStats":{},"mechanics":{},"aps":0.6},{"plus":3,"authoredStats":{"attack":96},"upgradeStats":{"attack":72},"mechanics":{},"aps":0.6},{"plus":4,"authoredStats":{"attack":96},"upgradeStats":{"attack":96},"mechanics":{},"aps":0.6},{"plus":5,"authoredStats":{"attack":96},"upgradeStats":{"attack":120},"mechanics":{},"aps":0.6}]
tundra-vest-t3	3	armor	tundra	2			{"maxHp":100,"plating":15}	[{"plus":0,"authoredStats":{"maxHp":100,"plating":15},"upgradeStats":{},"mechanics":{"defense.stationary-dr-pct":0.15,"defense.stationary-dr-ramptime-ms":6000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0},{"plus":3,"authoredStats":{"maxHp":100,"plating":15},"upgradeStats":{"maxHp":66,"plating":12},"mechanics":{"defense.stationary-dr-pct":0.15,"defense.stationary-dr-ramptime-ms":6000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0},{"plus":4,"authoredStats":{"maxHp":100,"plating":15},"upgradeStats":{"maxHp":88,"plating":16},"mechanics":{"defense.stationary-dr-pct":0.15,"defense.stationary-dr-ramptime-ms":6000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0},{"plus":5,"authoredStats":{"maxHp":100,"plating":15},"upgradeStats":{"maxHp":110,"plating":20},"mechanics":{"defense.stationary-dr-pct":0.15,"defense.stationary-dr-ramptime-ms":6000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0}]
tundra-charm-t3	3	recovery	tundra	3			{"recovery":11}	[{"plus":0,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.12,"defense.absorb-pct":0.08},"aps":0},{"plus":3,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.18,"defense.absorb-pct":0.14},"aps":0},{"plus":4,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.2,"defense.absorb-pct":0.16},"aps":0},{"plus":5,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.22,"defense.absorb-pct":0.18},"aps":0}]
tundra-boots-t3	3	mobility	tundra	4			{"speed":30}	[{"plus":0,"authoredStats":{"speed":30},"upgradeStats":{},"mechanics":{"mobility.ramp-speed-pct":0.6,"mobility.ramp-rate":0.3},"aps":0},{"plus":3,"authoredStats":{"speed":30},"upgradeStats":{"speed":36},"mechanics":{"mobility.ramp-speed-pct":0.6,"mobility.ramp-rate":0.3},"aps":0},{"plus":4,"authoredStats":{"speed":30},"upgradeStats":{"speed":52},"mechanics":{"mobility.ramp-speed-pct":0.6,"mobility.ramp-rate":0.3},"aps":0},{"plus":5,"authoredStats":{"speed":30},"upgradeStats":{"speed":68},"mechanics":{"mobility.ramp-speed-pct":0.6,"mobility.ramp-rate":0.3},"aps":0}]
tundra-glacial-tyrant-maul	4	weapon	tundra	7		tundra-permafrost-maul	{"attack":200}	[{"plus":0,"authoredStats":{"attack":200},"upgradeStats":{},"mechanics":{"weapon.brittle-plating":3,"weapon.brittle-dr":0.015,"weapon.brittle-stacks":8,"weapon.brittle-shatter-threshold":8,"weapon.brittle-shatter-dr-strip-ms":2000},"aps":0.5},{"plus":3,"authoredStats":{"attack":200},"upgradeStats":{"attack":150},"mechanics":{"weapon.brittle-plating":3,"weapon.brittle-dr":0.015,"weapon.brittle-stacks":8,"weapon.brittle-shatter-threshold":8,"weapon.brittle-shatter-dr-strip-ms":2000},"aps":0.5},{"plus":4,"authoredStats":{"attack":200},"upgradeStats":{"attack":200},"mechanics":{"weapon.brittle-plating":3,"weapon.brittle-dr":0.015,"weapon.brittle-stacks":8,"weapon.brittle-shatter-threshold":8,"weapon.brittle-shatter-dr-strip-ms":2000},"aps":0.5},{"plus":5,"authoredStats":{"attack":200},"upgradeStats":{"attack":250},"mechanics":{"weapon.brittle-plating":3,"weapon.brittle-dr":0.015,"weapon.brittle-stacks":8,"weapon.brittle-shatter-threshold":8,"weapon.brittle-shatter-dr-strip-ms":2000},"aps":0.5}]
tundra-glacial-rimebrand	4	weapon	tundra	7		tundra-rimebrand	{"attack":155}	[{"plus":0,"authoredStats":{"attack":155},"upgradeStats":{},"mechanics":{},"aps":0.6},{"plus":3,"authoredStats":{"attack":155},"upgradeStats":{"attack":105},"mechanics":{},"aps":0.6},{"plus":4,"authoredStats":{"attack":155},"upgradeStats":{"attack":140},"mechanics":{},"aps":0.6},{"plus":5,"authoredStats":{"attack":155},"upgradeStats":{"attack":175},"mechanics":{},"aps":0.6}]
tundra-vest-t4	4	armor	tundra	8		tundra-vest-t3	{"maxHp":180,"plating":28}	[{"plus":0,"authoredStats":{"maxHp":180,"plating":28},"upgradeStats":{},"mechanics":{"defense.stationary-dr-pct":0.2,"defense.stationary-dr-ramptime-ms":5000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0},{"plus":3,"authoredStats":{"maxHp":180,"plating":28},"upgradeStats":{"maxHp":126,"plating":21},"mechanics":{"defense.stationary-dr-pct":0.2,"defense.stationary-dr-ramptime-ms":5000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0},{"plus":4,"authoredStats":{"maxHp":180,"plating":28},"upgradeStats":{"maxHp":168,"plating":28},"mechanics":{"defense.stationary-dr-pct":0.2,"defense.stationary-dr-ramptime-ms":5000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0},{"plus":5,"authoredStats":{"maxHp":180,"plating":28},"upgradeStats":{"maxHp":210,"plating":35},"mechanics":{"defense.stationary-dr-pct":0.2,"defense.stationary-dr-ramptime-ms":5000,"defense.max-hit-pct":0.25,"defense.max-hit-mult":0.5},"aps":0}]
tundra-charm-t4	4	recovery	tundra	9		tundra-charm-t3	{"recovery":16}	[{"plus":0,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.17,"defense.absorb-pct":0.12},"aps":0},{"plus":3,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.26,"defense.absorb-pct":0.21},"aps":0},{"plus":4,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.29000000000000004,"defense.absorb-pct":0.24},"aps":0},{"plus":5,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.32,"defense.absorb-pct":0.27},"aps":0}]
tundra-charm-t4-deepfreeze	4	recovery	tundra	9		tundra-charm-t3	{"recovery":16}	[{"plus":0,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.14,"defense.absorb-ramp-start-pct":0.04,"defense.absorb-ramp-max-pct":0.18,"defense.absorb-ramptime-ms":12000},"aps":0},{"plus":3,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.23,"defense.absorb-ramp-start-pct":0.04,"defense.absorb-ramp-max-pct":0.27,"defense.absorb-ramptime-ms":12000},"aps":0},{"plus":4,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.26,"defense.absorb-ramp-start-pct":0.04,"defense.absorb-ramp-max-pct":0.3,"defense.absorb-ramptime-ms":12000},"aps":0},{"plus":5,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.barrier-pct":0.29000000000000004,"defense.absorb-ramp-start-pct":0.04,"defense.absorb-ramp-max-pct":0.32999999999999996,"defense.absorb-ramptime-ms":12000},"aps":0}]
tundra-boots-t4	4	mobility	tundra	10		tundra-boots-t3	{"speed":42}	[{"plus":0,"authoredStats":{"speed":42},"upgradeStats":{},"mechanics":{"mobility.ramp-speed-pct":0.75,"mobility.ramp-rate":0.35},"aps":0},{"plus":3,"authoredStats":{"speed":42},"upgradeStats":{"speed":42},"mechanics":{"mobility.ramp-speed-pct":0.75,"mobility.ramp-rate":0.35},"aps":0},{"plus":4,"authoredStats":{"speed":42},"upgradeStats":{"speed":60},"mechanics":{"mobility.ramp-speed-pct":0.75,"mobility.ramp-rate":0.35},"aps":0},{"plus":5,"authoredStats":{"speed":42},"upgradeStats":{"speed":78},"mechanics":{"mobility.ramp-speed-pct":0.75,"mobility.ramp-rate":0.35},"aps":0}]
core-scout	3	core	tundra	6			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"core.damage-dealt-pct":0.24,"core.speed-mult":0.25,"core.mobility-cooldown-reduction-pct":0.25,"core.maxhp-mult":-0.2},"aps":0}]
relic-glacial-bell	4	relic	tundra	12			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"relic.mechanic-frequency":-0.2,"relic.mechanic-potency":0.25,"relic.mechanic-buff-effect":0.25},"aps":0}]
desert-sunsteel-cross	2	weapon	desert	1			{"attack":24}	[{"plus":0,"authoredStats":{"attack":24},"upgradeStats":{},"mechanics":{"weapon.first-strike-mult":1.4,"weapon.first-strike-buff-damage-pct":0.15,"weapon.first-strike-buff-duration-ms":4000},"aps":0.8},{"plus":3,"authoredStats":{"attack":24},"upgradeStats":{"attack":27},"mechanics":{"weapon.first-strike-mult":1.4,"weapon.first-strike-buff-damage-pct":0.15,"weapon.first-strike-buff-duration-ms":4000},"aps":0.8},{"plus":4,"authoredStats":{"attack":24},"upgradeStats":{"attack":36},"mechanics":{"weapon.first-strike-mult":1.4,"weapon.first-strike-buff-damage-pct":0.15,"weapon.first-strike-buff-duration-ms":4000},"aps":0.8},{"plus":5,"authoredStats":{"attack":24},"upgradeStats":{"attack":45},"mechanics":{"weapon.first-strike-mult":1.4,"weapon.first-strike-buff-damage-pct":0.15,"weapon.first-strike-buff-duration-ms":4000},"aps":0.8}]
desert-vest-t2	2	armor	desert	2			{"maxHp":44,"plating":10}	[{"plus":0,"authoredStats":{"maxHp":44,"plating":10},"upgradeStats":{},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000},"aps":0},{"plus":3,"authoredStats":{"maxHp":44,"plating":10},"upgradeStats":{"maxHp":36,"plating":9},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000},"aps":0},{"plus":4,"authoredStats":{"maxHp":44,"plating":10},"upgradeStats":{"maxHp":48,"plating":12},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000},"aps":0},{"plus":5,"authoredStats":{"maxHp":44,"plating":10},"upgradeStats":{"maxHp":60,"plating":15},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000},"aps":0}]
desert-charm-t2	2	recovery	desert	3			{"recovery":6}	[{"plus":0,"authoredStats":{"recovery":6},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.15},"aps":0},{"plus":3,"authoredStats":{"recovery":6},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.18},"aps":0},{"plus":4,"authoredStats":{"recovery":6},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.19},"aps":0},{"plus":5,"authoredStats":{"recovery":6},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.2},"aps":0}]
desert-boots-t2	2	mobility	desert	4			{"speed":58}	[{"plus":0,"authoredStats":{"speed":58},"upgradeStats":{},"mechanics":{"mobility.kite-speed-pct":0.2},"aps":0},{"plus":3,"authoredStats":{"speed":58},"upgradeStats":{"speed":36},"mechanics":{"mobility.kite-speed-pct":0.2},"aps":0},{"plus":4,"authoredStats":{"speed":58},"upgradeStats":{"speed":52},"mechanics":{"mobility.kite-speed-pct":0.2},"aps":0},{"plus":5,"authoredStats":{"speed":58},"upgradeStats":{"speed":68},"mechanics":{"mobility.kite-speed-pct":0.2},"aps":0}]
desert-solar-cross	3	weapon	desert	7		desert-sunsteel-cross	{"attack":42}	[{"plus":0,"authoredStats":{"attack":42},"upgradeStats":{},"mechanics":{"weapon.first-strike-mult":1.5,"weapon.first-strike-buff-damage-pct":0.2,"weapon.first-strike-buff-duration-ms":5000},"aps":0.8},{"plus":3,"authoredStats":{"attack":42},"upgradeStats":{"attack":36},"mechanics":{"weapon.first-strike-mult":1.5,"weapon.first-strike-buff-damage-pct":0.2,"weapon.first-strike-buff-duration-ms":5000},"aps":0.8},{"plus":4,"authoredStats":{"attack":42},"upgradeStats":{"attack":48},"mechanics":{"weapon.first-strike-mult":1.5,"weapon.first-strike-buff-damage-pct":0.2,"weapon.first-strike-buff-duration-ms":5000},"aps":0.8},{"plus":5,"authoredStats":{"attack":42},"upgradeStats":{"attack":60},"mechanics":{"weapon.first-strike-mult":1.5,"weapon.first-strike-buff-damage-pct":0.2,"weapon.first-strike-buff-duration-ms":5000},"aps":0.8}]
desert-vest-t3	3	armor	desert	8		desert-vest-t2	{"maxHp":90,"plating":20}	[{"plus":0,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.2},"aps":0},{"plus":3,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{"maxHp":60,"plating":15},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.2},"aps":0},{"plus":4,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{"maxHp":80,"plating":20},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.2},"aps":0},{"plus":5,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{"maxHp":100,"plating":25},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":1,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.2},"aps":0}]
desert-charm-t3	3	recovery	desert	9		desert-charm-t2	{"recovery":11}	[{"plus":0,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.2},"aps":0},{"plus":3,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.23},"aps":0},{"plus":4,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.24000000000000002},"aps":0},{"plus":5,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.25},"aps":0}]
desert-boots-t3	3	mobility	desert	10		desert-boots-t2	{"speed":96}	[{"plus":0,"authoredStats":{"speed":96},"upgradeStats":{},"mechanics":{"mobility.kite-speed-pct":0.3},"aps":0},{"plus":3,"authoredStats":{"speed":96},"upgradeStats":{"speed":42},"mechanics":{"mobility.kite-speed-pct":0.3},"aps":0},{"plus":4,"authoredStats":{"speed":96},"upgradeStats":{"speed":60},"mechanics":{"mobility.kite-speed-pct":0.3},"aps":0},{"plus":5,"authoredStats":{"speed":96},"upgradeStats":{"speed":78},"mechanics":{"mobility.kite-speed-pct":0.3},"aps":0}]
desert-zenith-cross	4	weapon	desert	13		desert-solar-cross	{"attack":110}	[{"plus":0,"authoredStats":{"attack":110},"upgradeStats":{},"mechanics":{"weapon.first-strike-mult":1.6,"weapon.first-strike-buff-damage-pct":0.25,"weapon.first-strike-buff-duration-ms":6000},"aps":0.8},{"plus":3,"authoredStats":{"attack":110},"upgradeStats":{"attack":60},"mechanics":{"weapon.first-strike-mult":1.6,"weapon.first-strike-buff-damage-pct":0.25,"weapon.first-strike-buff-duration-ms":6000},"aps":0.8},{"plus":4,"authoredStats":{"attack":110},"upgradeStats":{"attack":80},"mechanics":{"weapon.first-strike-mult":1.6,"weapon.first-strike-buff-damage-pct":0.25,"weapon.first-strike-buff-duration-ms":6000},"aps":0.8},{"plus":5,"authoredStats":{"attack":110},"upgradeStats":{"attack":100},"mechanics":{"weapon.first-strike-mult":1.6,"weapon.first-strike-buff-damage-pct":0.25,"weapon.first-strike-buff-duration-ms":6000},"aps":0.8}]
desert-vest-t4	4	armor	desert	14		desert-vest-t3	{"maxHp":165,"plating":38}	[{"plus":0,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":2,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.3,"defense.post-cheat-death-heal-pct":0.3,"defense.post-cheat-death-heal-ms":4000},"aps":0},{"plus":3,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{"maxHp":120,"plating":27},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":2,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.3,"defense.post-cheat-death-heal-pct":0.3,"defense.post-cheat-death-heal-ms":4000},"aps":0},{"plus":4,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{"maxHp":160,"plating":36},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":2,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.3,"defense.post-cheat-death-heal-pct":0.3,"defense.post-cheat-death-heal-ms":4000},"aps":0},{"plus":5,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{"maxHp":200,"plating":45},"mechanics":{"defense.cheat-death":1,"defense.cleanse-stacks":2,"defense.cleanse-interval-ms":8000,"defense.debuff-resistance":0.3,"defense.post-cheat-death-heal-pct":0.3,"defense.post-cheat-death-heal-ms":4000},"aps":0}]
desert-charm-t4	4	recovery	desert	15		desert-charm-t3	{"recovery":16}	[{"plus":0,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.25},"aps":0},{"plus":3,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.295},"aps":0},{"plus":4,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.31},"aps":0},{"plus":5,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"cleanse.cooldown-reduction-pct":0.325},"aps":0}]
desert-boots-t4	4	mobility	desert	16		desert-boots-t3	{"speed":134}	[{"plus":0,"authoredStats":{"speed":134},"upgradeStats":{},"mechanics":{"mobility.kite-speed-pct":0.4},"aps":0},{"plus":3,"authoredStats":{"speed":134},"upgradeStats":{"speed":54},"mechanics":{"mobility.kite-speed-pct":0.4},"aps":0},{"plus":4,"authoredStats":{"speed":134},"upgradeStats":{"speed":76},"mechanics":{"mobility.kite-speed-pct":0.4},"aps":0},{"plus":5,"authoredStats":{"speed":134},"upgradeStats":{"speed":98},"mechanics":{"mobility.kite-speed-pct":0.4},"aps":0}]
core-force	2	core	desert	6			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"core.damage-dealt-pct":0.22,"core.maxhp-mult":-0.12},"aps":0}]
core-sniper	3	core	desert	12			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"core.damage-dealt-pct":0.4,"core.maxhp-mult":-0.3,"core.plating-mult":-0.25},"aps":0}]
relic-withering-lens	4	relic	desert	18			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"relic.mechanic-frequency":-0.2,"relic.mechanic-potency":0.25,"relic.mechanic-debuff-effect":0.25},"aps":0}]
volcanic-cinderlash	3	weapon	volcanic	1			{"attack":34}	[{"plus":0,"authoredStats":{"attack":34},"upgradeStats":{},"mechanics":{"weapon.flurry-pct":0.03,"weapon.flurry-stacks":5},"aps":1.65},{"plus":3,"authoredStats":{"attack":34},"upgradeStats":{"attack":18},"mechanics":{"weapon.flurry-pct":0.03,"weapon.flurry-stacks":5},"aps":1.65},{"plus":4,"authoredStats":{"attack":34},"upgradeStats":{"attack":24},"mechanics":{"weapon.flurry-pct":0.03,"weapon.flurry-stacks":5},"aps":1.65},{"plus":5,"authoredStats":{"attack":34},"upgradeStats":{"attack":30},"mechanics":{"weapon.flurry-pct":0.03,"weapon.flurry-stacks":5},"aps":1.65}]
volcanic-vest-t3	3	armor	volcanic	2		plains-vest-t2	{"maxHp":90,"plating":20}	[{"plus":0,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25},"aps":0},{"plus":3,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{"maxHp":60,"plating":15},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25},"aps":0},{"plus":4,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{"maxHp":80,"plating":20},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25},"aps":0},{"plus":5,"authoredStats":{"maxHp":90,"plating":20},"upgradeStats":{"maxHp":100,"plating":25},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25},"aps":0}]
volcanic-charm-t3	3	recovery	volcanic	3		plains-charm-t2	{"recovery":11}	[{"plus":0,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.06,"defense.recovery-on-kill-pct":0.04},"aps":0},{"plus":3,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.12,"defense.recovery-on-kill-pct":0.1},"aps":0},{"plus":4,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.14,"defense.recovery-on-kill-pct":0.12},"aps":0},{"plus":5,"authoredStats":{"recovery":11},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.16,"defense.recovery-on-kill-pct":0.14},"aps":0}]
volcanic-boots-t3	3	mobility	volcanic	4			{"speed":36}	[{"plus":0,"authoredStats":{"speed":36},"upgradeStats":{},"mechanics":{"mobility.passive-speed-pct":0.55,"mobility.suppress-ms":4000},"aps":0},{"plus":3,"authoredStats":{"speed":36},"upgradeStats":{"speed":36},"mechanics":{"mobility.passive-speed-pct":0.55,"mobility.suppress-ms":4000},"aps":0},{"plus":4,"authoredStats":{"speed":36},"upgradeStats":{"speed":52},"mechanics":{"mobility.passive-speed-pct":0.55,"mobility.suppress-ms":4000},"aps":0},{"plus":5,"authoredStats":{"speed":36},"upgradeStats":{"speed":68},"mechanics":{"mobility.passive-speed-pct":0.55,"mobility.suppress-ms":4000},"aps":0}]
volcanic-eruption-lash	4	weapon	volcanic	7		volcanic-cinderlash	{"attack":58}	[{"plus":0,"authoredStats":{"attack":58},"upgradeStats":{},"mechanics":{"weapon.flurry-pct":0.04,"weapon.flurry-stacks":5},"aps":1.8},{"plus":3,"authoredStats":{"attack":58},"upgradeStats":{"attack":33},"mechanics":{"weapon.flurry-pct":0.04,"weapon.flurry-stacks":5},"aps":1.8},{"plus":4,"authoredStats":{"attack":58},"upgradeStats":{"attack":44},"mechanics":{"weapon.flurry-pct":0.04,"weapon.flurry-stacks":5},"aps":1.8},{"plus":5,"authoredStats":{"attack":58},"upgradeStats":{"attack":55},"mechanics":{"weapon.flurry-pct":0.04,"weapon.flurry-stacks":5},"aps":1.8}]
volcanic-blightbrand	4	weapon	volcanic	7		volcanic-cinderlash	{"attack":70}	[{"plus":0,"authoredStats":{"attack":70},"upgradeStats":{},"mechanics":{},"aps":1.2},{"plus":3,"authoredStats":{"attack":70},"upgradeStats":{"attack":60},"mechanics":{},"aps":1.2},{"plus":4,"authoredStats":{"attack":70},"upgradeStats":{"attack":80},"mechanics":{},"aps":1.2},{"plus":5,"authoredStats":{"attack":70},"upgradeStats":{"attack":100},"mechanics":{},"aps":1.2}]
volcanic-vest-t4	4	armor	volcanic	8		volcanic-vest-t3	{"maxHp":165,"plating":38}	[{"plus":0,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{},"mechanics":{"defense.hardening-per-sec":4,"defense.hardening-max":32,"defense.hardening-reset-pct":0.25,"defense.hardening-max-dr-bonus":0.06,"defense.hardening-max-dr-ms":3000},"aps":0},{"plus":3,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{"maxHp":120,"plating":30},"mechanics":{"defense.hardening-per-sec":4,"defense.hardening-max":32,"defense.hardening-reset-pct":0.25,"defense.hardening-max-dr-bonus":0.06,"defense.hardening-max-dr-ms":3000},"aps":0},{"plus":4,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{"maxHp":160,"plating":40},"mechanics":{"defense.hardening-per-sec":4,"defense.hardening-max":32,"defense.hardening-reset-pct":0.25,"defense.hardening-max-dr-bonus":0.06,"defense.hardening-max-dr-ms":3000},"aps":0},{"plus":5,"authoredStats":{"maxHp":165,"plating":38},"upgradeStats":{"maxHp":200,"plating":50},"mechanics":{"defense.hardening-per-sec":4,"defense.hardening-max":32,"defense.hardening-reset-pct":0.25,"defense.hardening-max-dr-bonus":0.06,"defense.hardening-max-dr-ms":3000},"aps":0}]
volcanic-vest-t4-lavatempered	4	armor	volcanic	8		volcanic-vest-t3	{"maxHp":150,"plating":28}	[{"plus":0,"authoredStats":{"maxHp":150,"plating":28},"upgradeStats":{},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25,"defense.overheal-ward-pct":0.5},"aps":0},{"plus":3,"authoredStats":{"maxHp":150,"plating":28},"upgradeStats":{"maxHp":108,"plating":21},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25,"defense.overheal-ward-pct":0.5},"aps":0},{"plus":4,"authoredStats":{"maxHp":150,"plating":28},"upgradeStats":{"maxHp":144,"plating":28},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25,"defense.overheal-ward-pct":0.5},"aps":0},{"plus":5,"authoredStats":{"maxHp":150,"plating":28},"upgradeStats":{"maxHp":180,"plating":35},"mechanics":{"defense.hardening-per-sec":3,"defense.hardening-max":24,"defense.hardening-reset-pct":0.25,"defense.overheal-ward-pct":0.5},"aps":0}]
volcanic-charm-t4	4	recovery	volcanic	9		volcanic-charm-t3	{"recovery":16}	[{"plus":0,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.06,"defense.recovery-on-kill-pct":0.04},"aps":0},{"plus":3,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.12,"defense.recovery-on-kill-pct":0.1},"aps":0},{"plus":4,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.14,"defense.recovery-on-kill-pct":0.12},"aps":0},{"plus":5,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-active-pct":0.16,"defense.recovery-on-kill-pct":0.14},"aps":0}]
volcanic-boots-t4	4	mobility	volcanic	10		volcanic-boots-t3	{"speed":50}	[{"plus":0,"authoredStats":{"speed":50},"upgradeStats":{},"mechanics":{"mobility.passive-speed-pct":0.7,"mobility.suppress-ms":3500},"aps":0},{"plus":3,"authoredStats":{"speed":50},"upgradeStats":{"speed":42},"mechanics":{"mobility.passive-speed-pct":0.7,"mobility.suppress-ms":3500},"aps":0},{"plus":4,"authoredStats":{"speed":50},"upgradeStats":{"speed":60},"mechanics":{"mobility.passive-speed-pct":0.7,"mobility.suppress-ms":3500},"aps":0},{"plus":5,"authoredStats":{"speed":50},"upgradeStats":{"speed":78},"mechanics":{"mobility.passive-speed-pct":0.7,"mobility.suppress-ms":3500},"aps":0}]
